CLAVE SITIO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES
DLSAN2341,LAGUNA MEDIA LUNA 2,GOLFO NORTE,SAN LUIS POTOSÍ,RIOVERDE,RÍO VERDE 2,MANANTIAL MEDIA LUNA,LÉNTICO,MANANTIAL,-100.027417,21.86244,2012-2024,2,Excelente,10,Excelente,<10,Excelente,143.0824565,Buena calidad,29.13871573,Excelente,,,,,31.85,Aceptable,49.2,Aceptable,58.4,Buena calidad,,,,,1.03,Toxicidad baja,1.08,Toxicidad baja,<1,No tóxico,1.2,Toxicidad baja,VERDE,
DLSAN2342,LAGUNA MEDIA LUNA 1,GOLFO NORTE,SAN LUIS POTOSÍ,RIOVERDE,RÍO VERDE 2,MANANTIAL MEDIA LUNA,LÉNTICO,MANANTIAL,-100.028139,21.860972,2012-2024,2,Excelente,10,Excelente,<10,Excelente,98.12761576,Excelente,18.03069867,Excelente,,,,,36.75,Aceptable,20.7,Contaminada,21.6,Contaminada,,,,,1.01,Toxicidad baja,<1,No tóxico,<1,No tóxico,<1,No tóxico,AMARILLO,"OD%M,OD%F,"
DLSAN2343,LAGUNA MEDIA LUNA 3,GOLFO NORTE,SAN LUIS POTOSÍ,RIOVERDE,RÍO VERDE 2,MANANTIAL MEDIA LUNA,LÉNTICO,MANANTIAL,-100.02895,21.86371,2012-2024,2,Excelente,10,Excelente,<10,Excelente,461.1152678,Aceptable,86.81011492,Excelente,,,,,43.3,Aceptable,26.4,Contaminada,,,,,,,<1,No tóxico,1.03,Toxicidad baja,<1,No tóxico,<1,No tóxico,AMARILLO,"OD%M,"
DLSAN2358,PRESA LAS LAJILLAS 1,GOLFO NORTE,SAN LUIS POTOSÍ,CIUDAD VALLES,RÍO VALLES,PRESA LAS LAJILLAS,LÉNTICO,PRESA,-99.04415,22.264942,2012-2024,2,Excelente,12.765,Buena calidad,10.5,Excelente,237.0717896,Aceptable,23.15029625,Excelente,,,,,81,Excelente,71.65,Excelente,65,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2359,PRESA LAS LAJILLAS 2,GOLFO NORTE,SAN LUIS POTOSÍ,CIUDAD VALLES,RÍO VALLES,PRESA LAS LAJILLAS,LÉNTICO,PRESA,-99.04793,22.263,2012-2024,2,Excelente,16.29,Buena calidad,16.5,Excelente,86.06756334,Excelente,7.732409781,Excelente,,,,,85.35,Excelente,101.765,Excelente,81.5,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2359M1,PRESA EL REALITO 1,GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RÍO SANTA MARÍA 1,PRESA EL REALITO,LÉNTICO,PRESA,-100.23728,21.60844,2012-2024,3,Excelente,32.41,Aceptable,10.25,Excelente,119.3330038,Buena calidad,6.309573445,Excelente,,,,,97.8,Excelente,56.8,Buena calidad,32.3,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2360,PRESA LAS LAJILLAS 3,GOLFO NORTE,SAN LUIS POTOSÍ,CIUDAD VALLES,RÍO VALLES,PRESA LAS LAJILLAS,LÉNTICO,PRESA,-99.04166,22.26348,2012-2024,2,Excelente,11.08,Buena calidad,14,Excelente,130.6336718,Buena calidad,18.74748321,Excelente,,,,,86.035,Excelente,82.05,Excelente,82.9,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2360M1,PRESA EL REALITO 2,GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RÍO SANTA MARÍA 1,PRESA EL REALITO,LÉNTICO,PRESA,-100.268264,21.626016,2012-2024,3.37,Buena calidad,29.305,Aceptable,10,Excelente,944.5152204,Aceptable,14.22970721,Excelente,,,,,104.7,Excelente,78.45,Excelente,45.85,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2361,PRESA LAS LAJILLAS 4,GOLFO NORTE,SAN LUIS POTOSÍ,CIUDAD VALLES,RÍO VALLES,PRESA LAS LAJILLAS,LÉNTICO (HUMEDAL),PRESA,-99.0413,22.27943,2012-2024,2,Excelente,17.89,Buena calidad,14.5,Excelente,109.1594108,Buena calidad,28.93422418,Excelente,,,,,73.85,Excelente,55.1,Buena calidad,67,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2362,PRESA LAS LAJILLAS 5,GOLFO NORTE,SAN LUIS POTOSÍ,CIUDAD VALLES,RÍO VALLES,PRESA LAS LAJILLAS,LÉNTICO,PRESA,-99.03737,22.24692,2012-2024,2,Excelente,15.39,Buena calidad,10,Excelente,226.8584288,Aceptable,18.02827022,Excelente,,,,,70.55,Excelente,63,Buena calidad,57,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2363,LAGUNA DE MARLAND 5,GOLFO NORTE,SAN LUIS POTOSÍ,EBANO,RÍO PÁNUCO 1,LAGUNA DEL CERRO PEZ,LÉNTICO (HUMEDAL),LAGO,-98.38406,22.16552,2012-2024,6.18,Aceptable,76.39,Contaminada,57,Buena calidad,673.9201129,Aceptable,68.20699231,Excelente,,,,,82.5,Excelente,89.3,Excelente,92.3,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLSAN2364,LAGUNA DE MARLAND 4,GOLFO NORTE,SAN LUIS POTOSÍ,EBANO,RÍO PÁNUCO 1,LAGUNA DEL CERRO PEZ,LÉNTICO (HUMEDAL),LAGO,-98.3813,22.1777,2012-2024,6,Buena calidad,67.36,Contaminada,59,Buena calidad,386.2055186,Aceptable,50.94005434,Excelente,,,,,75.6,Excelente,93.1,Excelente,96.1,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLSAN2370,LAGUNA MARLAND 3,GOLFO NORTE,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,RÍO PÁNUCO 1,LAGUNA DEL CERRO PEZ,LÉNTICO (HUMEDAL),LAGO,-98.38246,22.15104,2012-2024,7.93,Aceptable,72,Contaminada,71,Buena calidad,374.7294048,Aceptable,30.09555924,Excelente,,,,,77,Excelente,119.8,Buena calidad,89,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLSAN2371,LAGUNA MARLAND 2,GOLFO NORTE,VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO,RÍO PÁNUCO 1,LAGUNA DEL CERRO PEZ,LÉNTICO (HUMEDAL),LAGO,-98.39651,22.15166,2012-2024,6.33,Aceptable,52.3,Contaminada,73,Buena calidad,1424.828299,Contaminada,94.36417098,Excelente,,,,,66.8,Buena calidad,,,112.6,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,CF,"
DLSAN6524,CAÑADA DE YAÑEZ,GOLFO NORTE,SAN LUIS POTOSÍ,SANTA MARIA DEL RIO,RÍO SANTA MARÍA 1,PRESA MARIANO MOCTEZUMA,LÉNTICO,PRESA,-100.64397,21.81326,2012-2024,9.27,Aceptable,11.53,Buena calidad,<10,Excelente,93,Excelente,21,Excelente,,,,,50,Aceptable,48,Aceptable,46,Aceptable,,,,,<1,No tóxico,,,<1,No tóxico,,,VERDE,
DLSAN6525,PRESA ING. MARIANO MOCTEZUMA,GOLFO NORTE,SAN LUIS POTOSÍ,SANTA MARIA DEL RIO,RÍO SANTA MARÍA 1,PRESA MARIANO MOCTEZUMA,LÉNTICO,PRESA,-100.77906,21.68816,2012-2024,7.1,Aceptable,11.76,Buena calidad,10,Excelente,210,Aceptable,11,Excelente,,,,,72,Excelente,71,Excelente,69,Buena calidad,,,,,<1,No tóxico,,,<1,No tóxico,,,VERDE,
DLTAB2405,LA PARRILLA 6,FRONTERA SUR,TABASCO,CENTRO,PICHUCALCO,LAGUNA LARGA,LÉNTICO,LAGO,-92.91672,17.94034,2012-2024,5.76,Buena calidad,47.87,Contaminada,36.05,Buena calidad,3543.477986,Contaminada,29.70153417,Excelente,,,,,67.2,Buena calidad,77.3,Excelente,53,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.78,Toxicidad moderada,ROJO,"DQO,CF,"
DLTAB2406,LA PARRILLA 5,FRONTERA SUR,TABASCO,CENTRO,PICHUCALCO,LAGUNA LA MAJAHUA,LÉNTICO,LAGO,-92.91592,17.9501,2012-2024,5.42,Buena calidad,45.835,Contaminada,16.985,Excelente,1901.405289,Contaminada,128.2571405,Buena calidad,,,,,112.1,Buena calidad,73.8,Excelente,77.4,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.2,Toxicidad baja,<1,No tóxico,ROJO,"DQO,CF,"
DLTAB2415,LA PARRILLA 4,FRONTERA SUR,TABASCO,CENTRO,PICHUCALCO,LAGUNA HUAPINOL,LÉNTICO,LAGO,-92.9158,17.92881,2012-2024,7.89,Aceptable,60.5,Contaminada,37.81,Buena calidad,10581.1544,Fuertemente contaminada,5687.340276,Fuertemente contaminada,,,,,87.6,Excelente,,,84.8,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.26,Toxicidad baja,<1,No tóxico,ROJO,"DQO,E_COLI,CF,"
DLTAB2496M1,RESERVA DE LA BIOSFERA PANTANOS DE CENTLA 6-RÍO USUMACINTA,FRONTERA SUR,TABASCO,CENTLA,LAGUNA DE TERMINOS,LAGUNA SAN PEDRO,LÉNTICO (HUMEDAL),LAGO,-91.18438,18.99385,2012-2024,2.5,Excelente,28.44,Aceptable,42,Buena calidad,16.43167673,Excelente,16.43167673,Excelente,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLTAB2496W1,RESERVA DE LA BIOSFERA PANTANOS DE CENTLA 6,FRONTERA SUR,TABASCO,CENTLA,USUMACINTA,LAGUNA SAN PEDRO,LÉNTICO (HUMEDAL),LAGO,-92.57543,18.36755,2012-2024,3.15,Buena calidad,19.04,Buena calidad,32,Buena calidad,113.6130448,Buena calidad,107.2005513,Excelente,,,,,80.4,Excelente,80.5,Excelente,64.75,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLTAB2499W1,RESERVA DE LA BIOSFERA PANTANOS DE CENTLA 4,FRONTERA SUR,TABASCO,CENTLA,GRIJALVA,LAGUNA EL VIENTO,LÉNTICO (HUMEDAL),LAGO,-92.65871,18.236776,2012-2024,3.48,Buena calidad,20.32,Aceptable,20,Excelente,66.89638778,Excelente,66.13100431,Excelente,,,,,57.9,Buena calidad,75.4,Excelente,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLTLA0012RNL,APORTE 1 LAGUNA CHATLAL,BALSAS,TLAXCALA,ZACATELCO,ALTO BALSAS,LAGUNA CHATLAL,LÉNTICO,LAGUNA,-98.24988,19.199354,2012-2024,52.975,Contaminada,123.5,Contaminada,186.67,Contaminada,836.6600265,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,SST,"
DLTLA0013RNL,APORTE 2 LAGUNA CHATLAL,BALSAS,TLAXCALA,ZACATELCO,ALTO BALSAS,LAGUNA CHATLAL,LÉNTICO,LAGUNA,-98.249182,19.199297,2012-2024,6,Buena calidad,22.5,Aceptable,16.67,Excelente,5.477225575,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLTLA0014RNL,CENTRO LAGUNA CHATLAL,BALSAS,TLAXCALA,ZACATELCO,ALTO BALSAS,LAGUNA CHATLAL,LÉNTICO,LAGUNA,-98.250288,19.198508,2012-2024,53.82,Contaminada,100.5,Contaminada,113.33,Aceptable,600,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,"
DLTLA0102RNL,PRESA EL MUERTO ZONA BUENA VISTA,AGUAS DEL VALLE DE MÉXICO,TLAXCALA,TLAXCO,ALTO BALSAS,PRESA EL MUERTO,LÉNTICO,PRESA,-98.292772,19.585209,2012-2024,34.2,Contaminada,52,Contaminada,24,Excelente,1890,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,CF,"
DLTLA0103RNL,PRESA EL MUERTO ENTRADA A JOSE M.M BUENA VISTA,AGUAS DEL VALLE DE MÉXICO,TLAXCALA,TLAXCO,ALTO BALSAS,PRESA EL MUERTO,LÉNTICO,PRESA,-98.28706,19.577869,2012-2024,37.35,Contaminada,67,Contaminada,<16,Excelente,39,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,"
DLTLA0104RNL,PRESA EL MUERTO SAN ANDRES BUENA VISTA,AGUAS DEL VALLE DE MÉXICO,TLAXCALA,TLAXCO,ALTO BALSAS,PRESA EL MUERTO,LÉNTICO,PRESA,-98.289857,19.578215,2012-2024,43.35,Contaminada,75,Contaminada,22,Excelente,930,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,"
DLTLA0138RNL,ENTRADA CANAL (EXCAVACIÓN),BALSAS,TLAXCALA,TLAXCALA,ALTO BALSAS,VASO DE LLAMADO,LÉNTICO,LAGUNA,-98.225281,19.270278,2012-2024,113,Contaminada,140,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,"
DLTLA0161RNL,JAGUEY LOS DOS CERRITOS ENTRADA,AGUAS DEL VALLE DE MÉXICO,TLAXCALA,CALPULALPAN,ALTO BALSAS,LAGUNA,LÉNTICO,LAGUNA,-98.5443,19.573576,2012-2024,38.2,Contaminada,57,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,"
DLTLA0162RNL,JAGUEY LOS DOS CERRITOS SALIDA,AGUAS DEL VALLE DE MÉXICO,TLAXCALA,CALPULALPAN,ALTO BALSAS,LAGUNA,LÉNTICO,LAGUNA,-98.544889,19.574343,2012-2024,33.6,Contaminada,77,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,"
DLTLA0166RNL,CONATLAX-LA1 ACUITLAPILCO INFLUENTE AGUA RESIDUAL,BALSAS,TLAXCALA,TLAXCALA,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.1151,19.5099,2012-2024,,,97,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,"
DLTLA0172RNL,3001 SAN SEBASTIAN ATLAHAPA,BALSAS,TLAXCALA,TLAXCALA,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.227194,19.280944,2012-2024,93.6,Contaminada,108,Contaminada,80,Aceptable,50000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,CF,"
DLTLA0173RNL,3002 SANTA MARIA ACUITLAPILCO,BALSAS,TLAXCALA,TLAXCALA,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.226806,19.278444,2012-2024,87.3,Contaminada,122,Contaminada,95,Aceptable,300000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,CF,"
DLTLA0174RNL,3003 SANTA MARIA ACUITLAPILCO,BALSAS,TLAXCALA,SANTA ISABEL XILOXOXTLA,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.229417,19.275556,2012-2024,29.7,Aceptable,41,Contaminada,35,Buena calidad,12000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,CF,"
DLTLA0175RNL,3004 SANTIAGO TLACOCHCALCO,BALSAS,TLAXCALA,SANTA ISABEL XILOXOXTLA,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.2295,19.272278,2012-2024,56.4,Contaminada,75,Contaminada,50,Buena calidad,27000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,CF,"
DLTLA0176RNL,3005 SANTIAGO TLACOCHCALCO,BALSAS,TLAXCALA,TEPEYANCO,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.226306,19.27175,2012-2024,68.6,Contaminada,95,Contaminada,95,Aceptable,42000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,CF,"
DLTLA0177RNL,3006 SANTA ISABEL XILOXOXTLA,BALSAS,TLAXCALA,TEPEYANCO,ALTO BALSAS,LAGUNA ACUITLAPILCO,LÉNTICO,LAGUNA,-98.229417,19.275556,2012-2024,80.1,Contaminada,123,Contaminada,135,Aceptable,9000,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DBO,DQO,CF,"
DLTLA2565,PRESA ATLANGA SANTA CLARA OZUMBA (PRESA SAN JOSE ATLANGA 2),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.18658333,19.57066667,2012-2024,4.415,Buena calidad,50.565,Contaminada,18.5,Excelente,123.7051284,Buena calidad,53.43567781,Excelente,,,,,58.4,Buena calidad,57.9,Buena calidad,50.15,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLTLA2566,PRESA ATLANGA CENTRO ORIENTE (PRESA SAN JOSE ATLANGA 7),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.18633333,19.56172222,2012-2024,6.0665,Aceptable,62.925,Contaminada,18,Excelente,203.9805989,Aceptable,76.89123692,Excelente,,,,,63.95,Buena calidad,54.8,Buena calidad,50.35,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLTLA2567,PRESA ATLANGA AEROPUERTO (PRESA SAN JOSE ATLANGA 4),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.18408333,19.54797222,2012-2024,4.6,Buena calidad,46.725,Contaminada,20,Excelente,315.4489572,Aceptable,101.8540569,Excelente,,,,,58.95,Buena calidad,57.5,Buena calidad,55.5,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLTLA2568,PRESA ATLANGA ZACAPEXCO (PRESA SAN JOSE ATLANGA 6),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.16830556,19.55227778,2012-2024,5.635,Buena calidad,49.07,Contaminada,27,Buena calidad,1325.425377,Contaminada,391.8963882,Buena calidad,,,,,46.2,Aceptable,75.1,Excelente,61.3,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,CF,"
DLTLA2569,PRESA ATLANGA LA HERRADURA (PRESA SAN JOSE ATLANGA 3),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.19180556,19.57375,2012-2024,5.3,Buena calidad,40.855,Contaminada,20,Excelente,163.5684226,Buena calidad,77.76848507,Excelente,,,,,59.15,Buena calidad,56.2,Buena calidad,62.2,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLTLA2570,PRESA ATLANGA CORTINA (PRESA DE ATLANGATEPEC 3),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.20063889,19.55641667,2012-2024,3.675,Buena calidad,37.6,Aceptable,18.5,Excelente,186.3676189,Buena calidad,60.75208543,Excelente,,,,,60.2,Buena calidad,55.8,Buena calidad,49.5,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLTLA2571,PRESA ATLANGA ZAHUAPAN (PRESA SAN JOSE ATLANGA 5),BALSAS,TLAXCALA,ATLANGATEPEC,RÍO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LÉNTICO (HUMEDAL),PRESA,-98.17047222,19.56002778,2012-2024,5.665,Buena calidad,59.58,Contaminada,24.5,Excelente,1122.196719,Contaminada,312.3811053,Buena calidad,,,,,60.1,Buena calidad,83,Excelente,53,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,CF,"
DLZAC0005RNL,PRESITA TRUJILLO (AGUA MEZCLADA),CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,PRESA CAZADERO,PRESITA TRUJILLO,LÉNTICO,PRESA,-103.1987583,23.17315833,2012-2024,<3,Excelente,22,Aceptable,58,Buena calidad,,,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLZAC0006RNL,PRESITA TRUJILLO (AGUA ESTANCADA),CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,PRESA CAZADERO,PRESITA TRUJILLO,LÉNTICO,PRESA,-103.1987778,23.17318056,2012-2024,5.46,Buena calidad,52,Contaminada,176,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,SST,"
DLZAC2592M1,PRESA EL CHIQUE 1,LERMA SANTIAGO PACÍFICO,ZACATECAS,TABASCO,PRESA EL CHIQUE,PRESA EL CHIQUE,LÉNTICO (HUMEDAL),PRESA,-102.896389,21.999444,2012-2024,2,Excelente,32.56,Aceptable,10,Excelente,39.22759316,Excelente,6.146093925,Excelente,,,,,106.9,Excelente,60.3,Buena calidad,32.1,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLZAC2594M1,PRESA EL CHIQUE 3,LERMA SANTIAGO PACÍFICO,ZACATECAS,TABASCO,PRESA EL CHIQUE,PRESA EL CHIQUE,LÉNTICO (HUMEDAL),PRESA,-102.89444,22.016944,2012-2024,2,Excelente,34.11,Aceptable,10,Excelente,48.19219658,Excelente,5.023079718,Excelente,,,,,103.3,Excelente,58,Buena calidad,29.15,Contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,AMARILLO,"OD%F,"
DLZAC2617M1,PRESA EL CHIQUE 2,LERMA SANTIAGO PACÍFICO,ZACATECAS,TABASCO,PRESA EL CHIQUE,PRESA LA ZACATECANA,LÉNTICO (HUMEDAL),PRESA,-102.896697,22.0063889,2012-2024,2,Excelente,38.05,Aceptable,10,Excelente,76.62361368,Excelente,5.241948855,Excelente,,,,,102.6,Excelente,59.9,Buena calidad,30.8,Aceptable,,,,,<1,No tóxico,<1,No tóxico,1.75,Toxicidad moderada,<1,No tóxico,VERDE,
DLZAC2656,PRESA EXCAME 1,LERMA SANTIAGO PACÍFICO,ZACATECAS,TEPECHITLÁN,RÍO TLALTENANGO,PRESA EXCAME,LÉNTICO (HUMEDAL),PRESA,-103.350556,21.645,2012-2024,2,Excelente,31.73,Aceptable,10,Excelente,189.7623757,Buena calidad,5.548356753,Excelente,,,,,104.25,Excelente,66.05,Buena calidad,30.95,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLZAC2657,PRESA EXCAME 2,LERMA SANTIAGO PACÍFICO,ZACATECAS,TEPECHITLÁN,RÍO TLALTENANGO,PRESA EXCAME,LÉNTICO (HUMEDAL),PRESA,-103.362778,21.64222,2012-2024,2,Excelente,27.586,Aceptable,10,Excelente,282.2472293,Aceptable,3.72759372,Excelente,,,,,96.8,Excelente,60.8,Buena calidad,30,Contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,AMARILLO,"OD%F,"
DLZAC2658,PRESA EXCAME 3,LERMA SANTIAGO PACÍFICO,ZACATECAS,TEPECHITLÁN,RÍO TLALTENANGO,PRESA EXCAME,LÉNTICO (HUMEDAL),PRESA,-103.363611,21.629722,2012-2024,2.24,Excelente,31.255,Aceptable,10,Excelente,235.9919654,Aceptable,3.322784245,Excelente,,,,,95.8,Excelente,60.8,Buena calidad,30.1,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLZAC2670M1,SANTA BARBARA (PRESA LEOBARDO REYNOSO),CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,PRESA CAZADERO,RIO LOS LAZOS,LÉNTICO,PRESA,-103.21677,23.1814,2012-2024,2,Excelente,30.505,Aceptable,20.665,Excelente,75.75562331,Excelente,5.477173395,Excelente,,,,,99.4,Excelente,72.1,Excelente,59,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLZAC2683,LAGUNA SANTA ANA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,FRESNILLO-YESCAS,LAGUNA SANTA ANA,LÉNTICO,DESCARGA INDUSTRIAL,-102.735639,23.224555,2012-2024,5.17,Buena calidad,60.9368,Contaminada,17.25,Excelente,489.9520385,Aceptable,78.51114571,Excelente,,,,,138.6,Contaminada,,,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,OD%S,"
DLZAC2684,LAGUNA SANTA ANA (agua abajo),CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,FRESNILLO-YESCAS,LAGUNA SANTA ANA,LÉNTICO (HUMEDAL),LAGUNA,-102.767,23.24269,2012-2024,6.3,Aceptable,165.14,Contaminada,108,Aceptable,1186.021932,Contaminada,5.967865438,Excelente,,,,,108.8,Excelente,,,,,,,,,17.28,Toxicidad alta,12.21,Toxicidad alta,7.87,Toxicidad alta,1.49,Toxicidad moderada,ROJO,"DQO,TOX_D_S,TOX_D_F,TOX_F_S,CF,"
GCALNR00045,"PRESA EL MOLINITO ""EL VASO""",NOROESTE,SONORA,HERMOSILLO,RIO SONORA 2,RÍO SONORA,LÉNTICO,PRESA,-110.7267944,29.21406389,2012-2024,,,20.06,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
