CLAVE SITIO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES
DLPUE2006,PRESA LA SOLEDAD,GOLFO CENTRO,PUEBLA,TLATLAUQUITEPEC,RÍO TECOLUTLA,PRESA LA SOLEDAD,LÉNTICO (HUMEDAL),PRESA,-97.4472,19.95836,2012-2024,4.4,Buena calidad,23.19,Aceptable,12,Excelente,651.9229166,Aceptable,333.415374,Buena calidad,,,,,65.2,Buena calidad,58.2,Buena calidad,45.3,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLPUE2052M1,LAGUNA SANTIAGO OVANDO,BALSAS,PUEBLA,NOPALUCAN,RÍO LIBRES ORIENTAL,LAGUNA SANTIAGO OVANDO,LÉNTICO,LAGUNA,-97.7592,19.17248,2012-2024,113.335,Contaminada,424.545,Fuertemente contaminada,238.125,Contaminada,13804.30568,Fuertemente contaminada,4893.273462,Fuertemente contaminada,,,,,27.95,Contaminada,,,,,,,,,<1,No tóxico,<1,No tóxico,37.17,Toxicidad alta,<1,No tóxico,ROJO,"DBO,DQO,TOX_F_S,E_COLI,CF,SST,OD%S,"
DLPUE2057,PRESA MANUEL AVILA CAMACHO 1,BALSAS,PUEBLA,PUEBLA,RÍO ALTO ATOYAC,PRESA MANUEL AVILA CAMACHO,LÉNTICO (HUMEDAL),PRESA,-98.19187,18.92408,2012-2024,16,Aceptable,71.43,Contaminada,16,Excelente,4073.320084,Contaminada,1860.392649,Fuertemente contaminada,,,,,10,Fuertemente contaminada,10,Fuertemente contaminada,10,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,>100,Toxicidad alta,<1,No tóxico,ROJO,"DQO,TOX_F_S,E_COLI,CF,OD%S,OD%M,OD%F,"
DLPUE2065,PRESA MANUEL AVILA CAMACHO 5,BALSAS,PUEBLA,PUEBLA,RÍO ALTO ATOYAC,PRESA MANUEL AVILA CAMACHO,LÉNTICO (HUMEDAL),PRESA,-98.18208,18.91068,2012-2024,9,Aceptable,59.04,Contaminada,13,Excelente,6481.867917,Contaminada,2426.053616,Fuertemente contaminada,,,,,11.9,Contaminada,10.5,Contaminada,10,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,E_COLI,CF,OD%S,OD%M,OD%F,"
DLPUE2068,PRESA MANUEL AVILA CAMACHO 6,BALSAS,PUEBLA,PUEBLA,RÍO ALTO ATOYAC,PRESA MANUEL AVILA CAMACHO,LÉNTICO (HUMEDAL),PRESA,-98.16672,18.90425,2012-2024,8.165,Aceptable,57.24,Contaminada,11.5,Excelente,2498.425079,Contaminada,742.0009584,Aceptable,,,,,41.4,Aceptable,25.9,Contaminada,18.6,Contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,CF,OD%M,OD%F,"
DLPUE2070,MANUEL AVILA CAMACHO (OBRA DE TOMA) P1(32),BALSAS,PUEBLA,PUEBLA,RÍO BAJO ATOYAC,PRESA MANUEL AVILA CAMACHO,LÉNTICO (HUMEDAL),PRESA,-98.10851,18.91253,2012-2024,8.71,Aceptable,46.225,Contaminada,16,Excelente,749.9724947,Aceptable,230.836914,Buena calidad,,,,,34.6,Aceptable,22.2,Contaminada,13.8,Contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,OD%M,OD%F,"
DLQUE2103,PRESA COLON,GOLFO NORTE,QUERÉTARO ARTEAGA,COLÓN,RÍO TOLIMÁN,PRESA COLON,LÉNTICO,PRESA,-100.03107,20.8263,2012-2024,11,Aceptable,66,Contaminada,12,Excelente,124.0618898,Buena calidad,77.89242061,Excelente,,,,,67.35,Buena calidad,10,Fuertemente contaminada,10,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,3.31,Toxicidad moderada,17.18,Toxicidad alta,ROJO,"DQO,TOX_F_F,OD%M,OD%F,"
DLQUE2123,SALIDA DE LA PRESA PASO DE TABLAS,GOLFO NORTE,QUERÉTARO ARTEAGA,EZEQUIEL MONTES,RÍO SAN JUAN 1,PRESA PASO DE TABLAS,LÉNTICO,PRESA,-99.84287,20.54635,2012-2024,25,Aceptable,103,Contaminada,65,Buena calidad,598.1849073,Aceptable,307.0827181,Buena calidad,,,,,32.5,Aceptable,13.7,Contaminada,15,Contaminada,,,,,<1,No tóxico,<1,No tóxico,3.26,Toxicidad moderada,3.15,Toxicidad moderada,ROJO,"DQO,OD%M,OD%F,"
DLQUE2124,RQ9 AGUAS ABAJO DE LA PRESA CONSTITUCION DE 1857,GOLFO NORTE,QUERÉTARO ARTEAGA,SAN JUAN DEL RÍO,RÍO GALINDO,PRESA CONSTITUCION DE 1857,LÉNTICO (HUMEDAL),RÍO,-100.079818,20.418661,2012-2024,14,Aceptable,62,Contaminada,21,Excelente,63.39609827,Excelente,31.02798595,Excelente,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,"
DLQUE2124W1,RQ9 AGUAS ABAJO DE LA PRESA CONSTITUCION DE 1917,GOLFO NORTE,QUERÉTARO ARTEAGA,SAN JUAN DEL RÍO,RÍO GALINDO,PRESA CONSTITUCION DE 1917,LÉNTICO (HUMEDAL),RÍO,-100.07812,20.41332,2012-2024,14,Aceptable,51,Contaminada,13,Excelente,94.53353677,Excelente,68.36883553,Excelente,,,,,73.2,Excelente,57.05,Buena calidad,42.1,Aceptable,,,,,<1,No tóxico,<1,No tóxico,8.67,Toxicidad alta,2.96,Toxicidad moderada,ROJO,"DQO,TOX_F_S,"
DLQUE2127,PRESA EL CENTENARIO 3,GOLFO NORTE,QUERÉTARO ARTEAGA,TEQUISQUIAPAN,RÍO SAN JUAN 1,PRESA EL CENTENARIO,LÉNTICO,PRESA,-99.89896,20.50872,2012-2024,27,Aceptable,76,Contaminada,38,Buena calidad,456.4852501,Aceptable,189.2728264,Buena calidad,,,,,86.7,Excelente,10,Fuertemente contaminada,10,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,4.12,Toxicidad moderada,ROJO,"DQO,OD%M,OD%F,"
DLQUE2134,PRESA ZIMAPAN 2,GOLFO NORTE,QUERÉTARO ARTEAGA,CADEREYTA DE MONTES,EMBALSE ZIMAPÁN,PRESA ZIMAPAN,LÉNTICO,PRESA,-99.56632,20.64148,2012-2024,4.2,Buena calidad,21.5,Aceptable,10,Excelente,367.7870233,Aceptable,9.029425733,Excelente,,,,,98.7,Excelente,41.9,Aceptable,32.5,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUE2135,PRESA LA ESTANZUELA 2,AGUAS DEL VALLE DE MÉXICO,HIDALGO,MINERAL DEL CHICO,RÍO ACTOPAN,PRESA LA ESTANZUELA,LÉNTICO,PRESA,-98.755722,20.166944,2012-2024,2.555,Excelente,26.46,Aceptable,10,Excelente,45.35664636,Excelente,9.151850965,Excelente,,,,,97.7,Excelente,86,Excelente,85.6,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUE2136,BOMBAS DE LA PRESA INFIERNILLO,GOLFO NORTE,QUERÉTARO ARTEAGA,CADEREYTA DE MONTES,EMBALSE ZIMAPÁN,PRESA INFIERNILLO,LÉNTICO,PRESA,-99.50433,20.77281,2012-2024,7,Aceptable,27.5,Aceptable,13.5,Excelente,13.2473434,Excelente,8.437702157,Excelente,,,,,115.6,Buena calidad,99.8,Excelente,87,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.01,Toxicidad baja,VERDE,
DLQUE2138,PRESA JALPAN 6,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.48436,21.18609,2012-2024,2,Excelente,13.13,Buena calidad,10,Excelente,1049.915854,Contaminada,28.4884348,Excelente,,,,,100.4,Excelente,98.75,Excelente,99.7,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,"
DLQUE2139,PRESA JALPAN 2,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO,PRESA,-99.47543,21.19486,2012-2024,2.7,Excelente,10,Excelente,10.5,Excelente,134.8826372,Buena calidad,10.00859789,Excelente,,,,,115.5,Buena calidad,96.6,Excelente,75.2,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.55,Toxicidad moderada,<1,No tóxico,VERDE,
DLQUE2140,PRESA JALPAN 7,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.47539,21.19783,2012-2024,2,Excelente,12.528,Buena calidad,10,Excelente,123.5105119,Buena calidad,11.73338921,Excelente,,,,,112.4,Buena calidad,100.05,Excelente,99.4,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,3.81,Toxicidad moderada,VERDE,
DLQUE2141,PRESA JALPAN 1,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.47599,21.19994,2012-2024,2,Excelente,10,Excelente,10,Excelente,52.944942,Excelente,6.024916259,Excelente,,,,,123.4,Aceptable,109.8,Excelente,81.1,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUE2142,PRESA JALPAN 3,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.47482,21.20343,2012-2024,2.09,Excelente,13.57,Buena calidad,10,Excelente,82.66016923,Excelente,6.483877554,Excelente,,,,,122.9,Aceptable,79.1,Excelente,29,Contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,AMARILLO,"OD%F,"
DLQUE2143,PRESA JALPAN 4,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.47252,21.20632,2012-2024,3.13,Buena calidad,10,Excelente,10,Excelente,60.94810233,Excelente,2.830588579,Excelente,,,,,128.7,Aceptable,97.5,Excelente,34.8,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,2.04,Toxicidad moderada,VERDE,
DLQUE2144,JALPAN,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.47091,21.20601,2012-2024,2,Excelente,10,Excelente,10,Excelente,85.81436763,Excelente,5.620700708,Excelente,,,,,128.1,Aceptable,106.8,Excelente,78.6,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUE2145,PRESA JALPAN 8,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,-99.4713,21.20477,2012-2024,2,Excelente,10,Excelente,10,Excelente,50.66197132,Excelente,6.783619453,Excelente,,,,,130.5,Contaminada,116.35,Buena calidad,104.4,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.63,Toxicidad moderada,<1,No tóxico,AMARILLO,"OD%S,"
DLQUE2146,PRESA JALPAN 5,GOLFO NORTE,QUERÉTARO ARTEAGA,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO,PRESA,-99.4705,21.20119,2012-2024,2,Excelente,10,Excelente,10,Excelente,194.3998622,Buena calidad,8.923923761,Excelente,,,,,124.65,Aceptable,105.7,Excelente,87.7,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.77,Toxicidad moderada,<1,No tóxico,VERDE,
DLQUE5525,PRESA SANTA CATARINA,LERMA SANTIAGO PACÍFICO,QUERÉTARO ARTEAGA,QUERETARO,RÍO QUERÉTARO,PRESA SANTA CATARINA,LÉNTICO,PRESA,-100.453578,20.786515,2012-2024,28,Aceptable,74,Contaminada,34,Buena calidad,62.82988969,Excelente,57.39940205,Excelente,,,,,107.9,Excelente,28.45,Contaminada,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,OD%M,"
DLQUE5526,PRESA EL BATÁN,LERMA SANTIAGO PACÍFICO,QUERÉTARO ARTEAGA,CORREGIDORA,RÍO QUERÉTARO,PRESA EL BATÁN,LÉNTICO,PRESA,-100.411835,20.504319,2012-2024,13,Aceptable,59,Contaminada,10,Excelente,77.83409612,Excelente,77.83409612,Excelente,,,,,68.15,Buena calidad,32.6,Aceptable,10,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,4.14,Toxicidad moderada,ROJO,"DQO,OD%F,"
DLQUI2251,LAGUNA DE CHICHANKANAB 3,PENÍNSULA DE YUCATÁN,QUINTANA ROO,JOSÉ MARÍA MORELOS,CHICHANCANAB (RESTO DE RH 33),LAGUNA DE CHICHANKANAB,LÉNTICO (HUMEDAL),LAGO,-88.76451,19.94712,2012-2024,2.4,Excelente,47.47,Contaminada,10,Excelente,37.30069601,Excelente,21.90575097,Excelente,,,,,58.75,Buena calidad,45.3,Aceptable,76.2,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLQUI2252,LAGUNA DE CHICHANKANAB 2,PENÍNSULA DE YUCATÁN,QUINTANA ROO,JOSÉ MARÍA MORELOS,CHICHANCANAB (RESTO DE RH 33),LAGUNA DE CHICHANKANAB,LÉNTICO (HUMEDAL),LAGO,-88.77064,19.87766,2012-2024,3.85,Buena calidad,46.66,Contaminada,10,Excelente,66.83432354,Excelente,41.66632208,Excelente,,,,,56.4,Buena calidad,51.7,Buena calidad,74.3,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLQUI2253,LAGUNA DE CHICHANKANAB 1,PENÍNSULA DE YUCATÁN,QUINTANA ROO,JOSÉ MARÍA MORELOS,CHICHANCANAB (RESTO DE RH 33),LAGUNA DE CHICHANKANAB,LÉNTICO (HUMEDAL),LAGO,-88.72907,19.81105,2012-2024,3.81,Buena calidad,41.89,Contaminada,12,Excelente,204.8336171,Aceptable,96.20945748,Excelente,,,,,51.5,Buena calidad,47.35,Aceptable,58.7,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLQUI2254,NOH-BEC,PENÍNSULA DE YUCATÁN,QUINTANA ROO,FELIPE CARRILLO PUERTO,LAGUNA BACALAR,LAGUNA DE NOH-BEC,LÉNTICO (HUMEDAL),LAGO,-88.17097,19.1462,2012-2024,2.67,Excelente,52.575,Contaminada,10,Excelente,49.06600286,Excelente,32.54522105,Excelente,,,,,57.9,Buena calidad,62.7,Buena calidad,65.26,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLQUI2259,LAGUNA BACALAR 3,PENÍNSULA DE YUCATÁN,QUINTANA ROO,BACALAR,LAGUNA BACALAR,LAGUNA BACALAR,LÉNTICO,LAGO,-88.16187,18.93273,2012-2024,2.1,Excelente,23.91,Aceptable,10,Excelente,30.49531053,Excelente,25.43994356,Excelente,,,,,74.95,Excelente,56.7,Buena calidad,67.85,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUI2260,LAGUNA BACALAR 2,PENÍNSULA DE YUCATÁN,QUINTANA ROO,BACALAR,LAGUNA BACALAR,LAGUNA BACALAR,LÉNTICO,LAGO,-88.23729,18.87877,2012-2024,2.07,Excelente,23.42,Aceptable,10,Excelente,71.76119151,Excelente,35.03165659,Excelente,,,,,80.1,Excelente,50.2,Buena calidad,80.1,Excelente,,,,,1.31,Toxicidad baja,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUI2262,LAGUNA BACALAR (BALNEARIO EJIDAL),PENÍNSULA DE YUCATÁN,QUINTANA ROO,BACALAR,LAGUNA BACALAR,LAGUNA,LÉNTICO (HUMEDAL),LAGO,-88.38446,18.67969,2012-2024,2,Excelente,19.36,Buena calidad,10,Excelente,14.73960871,Excelente,11.2183487,Excelente,,,,,63.715,Buena calidad,59.4,Buena calidad,65.1,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLQUI2263,LAGUNA BACALAR 1,PENÍNSULA DE YUCATÁN,QUINTANA ROO,BACALAR,LAGUNA BACALAR,LAGUNA BACALAR,LÉNTICO (HUMEDAL),LAGO,-88.42907,18.60705,2012-2024,2,Excelente,12.48,Buena calidad,10,Excelente,39.68694923,Excelente,32.57207973,Excelente,,,,,58.44,Buena calidad,58.4,Buena calidad,57.495,Buena calidad,,,,,<1,No tóxico,1.31,Toxicidad baja,4.71,Toxicidad moderada,<1,No tóxico,VERDE,
DLQUI2264,XUL-HA,PENÍNSULA DE YUCATÁN,QUINTANA ROO,OTHÓN P. BLANCO,LAGUNA BACALAR,XUL-HA,LÉNTICO (HUMEDAL),LAGO,-88.460841,18.54377,2012-2024,2.01,Excelente,13.55,Buena calidad,10,Excelente,33.3511013,Excelente,24.00340166,Excelente,,,,,58.95,Buena calidad,59.7,Buena calidad,61.1,Buena calidad,,,,,<1,No tóxico,1.03,Toxicidad baja,<1,No tóxico,<1,No tóxico,VERDE,
DLQUI2265,LAGUNA MILAGROS (BALNEAREOS),PENÍNSULA DE YUCATÁN,QUINTANA ROO,OTHÓN P. BLANCO,RÍO ESCONDIDO,LAGUNA,LÉNTICO,LAGO,-88.42697,18.51464,2012-2024,2.82,Excelente,17.74,Buena calidad,11,Excelente,147.2341603,Buena calidad,80.07085218,Excelente,,,,,54.1,Buena calidad,59.3,Buena calidad,60.91,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.57,Toxicidad moderada,VERDE,
DLSAN0075RNL,"RLM, PRESA EL REALITO, AGUAS ABAJO",GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.22067,21.6024,2012-2024,<3,Excelente,33,Aceptable,<16,Excelente,20,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLSAN0076RNL,"RLM, PRESA EL REALITO, AGUAS ABAJO DESPUES DE LA CORTINA ",GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.22823,21.60763,2012-2024,<3,Excelente,38,Aceptable,<16,Excelente,10,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLSAN0086RNL,RLM VASO DE LA PRESA EL REALITO,GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.235598,21.607427,2012-2024,16.33,Aceptable,64,Contaminada,41.7,Buena calidad,12000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,CF,"
DLSAN0087RNL,RLM VASO DE LA PRESA EL REALITO_1,GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.235598,21.607427,2012-2024,<3,Excelente,27,Aceptable,<16,Excelente,38,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLSAN0088RNL,"RLM, GALERIA, PRESA EL REALITO",GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.235825,21.606589,2012-2024,11.41,Aceptable,51,Contaminada,38.7,Buena calidad,16000,Fuertemente contaminada,,,,,,,,,,,,,,,,,,,,,,,,,ROJO,"DQO,CF,"
DLSAN0089RNL,"RLM, OBRA DE TOMA, PRESA EL REALITO",GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.23675,21.606511,2012-2024,6.67,Aceptable,21,Aceptable,<16,Excelente,4400,Contaminada,,,,,,,,,,,,,,,,,,,,,,,,,AMARILLO,"CF,"
DLSAN0094RNL,ENTRADA A PLANTA POTABILIZADORA REALITO,GOLFO NORTE,GUANAJUATO,SAN LUIS DE LA PAZ,RIO SANTA MARIA 1,PRESA EL REALITO ,LÉNTICO,PRESA ,-100.52539,21.646233,2012-2024,<3,Excelente,<20,Buena calidad,<16,Excelente,<1,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,VERDE,
DLSAN2292,PRESA LA MUÑECA (OBRA DE TOMA),GOLFO NORTE,SAN LUIS POTOSÍ,TIERRA NUEVA,RÍO SANTA MARÍA 1,PRESA LA MUÑECA,LÉNTICO,PRESA,-100.54665,21.62572,2012-2024,2,Excelente,25.08,Aceptable,10,Excelente,107.6766958,Buena calidad,10.33023719,Excelente,,,,,97.7,Excelente,68.65,Buena calidad,68,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2302,PRESA VALENTIN GAMA,GOLFO NORTE,SAN LUIS POTOSÍ,VILLA DE REYES,ARROYO ALTAMIRA,PRESA VALENTIN GAMA,LÉNTICO (HUMEDAL),PRESA,-100.84968,21.87899,2012-2024,4.105,Buena calidad,44.37,Contaminada,38.15,Buena calidad,804.0860754,Aceptable,47.24790966,Excelente,,,,,84.45,Excelente,17.1,Contaminada,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,OD%M,"
DLSAN2303,PRESA VALENTIN GAMA,GOLFO NORTE,SAN LUIS POTOSÍ,VILLA DE REYES,ARROYO ALTAMIRA,PRESA VALENTIN GAMA,LÉNTICO,PRESA,-100.82349,21.87969,2012-2024,2,Excelente,43.29,Contaminada,38.75,Buena calidad,260.2574662,Aceptable,7.983548117,Excelente,,,,,85.75,Excelente,78.8,Excelente,73.7,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLSAN2314,PRESA SAN JOSE 1,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,PRESA SAN JOSÉ-LOS PILARES Y OTRAS,PRESA SAN JOSÉ,LÉNTICO,PRESA,-101.054999,22.149166,2012-2024,3,Excelente,32.54,Aceptable,14,Excelente,140.0597603,Buena calidad,7.670977484,Excelente,,,,,98.15,Excelente,71.3,Excelente,54.9,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2315,PRESA EL POTOSINO 1,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,PRESA SAN JOSÉ-LOS PILARES Y OTRAS,PRESA EL POTOSINO,LÉNTICO,PRESA,-101.077932,22.099711,2012-2024,2,Excelente,30.757,Aceptable,10,Excelente,101.0101836,Buena calidad,5.489053414,Excelente,,,,,93.4,Excelente,72.7,Excelente,63.6,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,2.14,Toxicidad moderada,VERDE,
DLSAN2316,PRESA EL POTOSINO 2,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,PRESA SAN JOSÉ-LOS PILARES Y OTRAS,PRESA EL POTOSINO,LÉNTICO,PRESA,-101.076381,22.089447,2012-2024,2,Excelente,29.304,Aceptable,10,Excelente,141.57808,Buena calidad,10.07845919,Excelente,,,,,95.6,Excelente,85.3,Excelente,49.4,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2317,PRESA EL PEAJE 1,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,PRESA SAN JOSÉ-LOS PILARES Y OTRAS,PRESA EL PEAJE,LÉNTICO,PRESA,-101.10081,22.09211,2012-2024,4.2,Buena calidad,33,Aceptable,15.5,Excelente,230.0424767,Aceptable,6.472057985,Excelente,,,,,97.2,Excelente,81.2,Excelente,30.2,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLSAN2318,PRESA EL PEAJE 2,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,PRESA SAN JOSÉ-LOS PILARES Y OTRAS,PRESA EL PEAJE,LÉNTICO,PRESA,-101.097074,22.078745,2012-2024,5.25,Buena calidad,42.58,Contaminada,22.5,Excelente,462.8663123,Aceptable,7.486409109,Excelente,,,,,101.5,Excelente,88,Excelente,90.5,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLSAN2319,PRESA PROVIDENCIA 1,GOLFO NORTE,SAN LUIS POTOSÍ,VILLA DE REYES,ARROYO ALTAMIRA,PRESA PROVIDENCIA,LÉNTICO,PRESA,-101.16954,21.87671,2012-2024,3.6,Buena calidad,48.5728,Contaminada,11.5,Excelente,168.7814475,Buena calidad,3.813417671,Excelente,,,,,99.45,Excelente,74.15,Excelente,63.45,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.36,Toxicidad moderada,ROJO,"DQO,"
DLSAN2320,PRESA SAN JOSE 2,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,PRESA SAN JOSÉ-LOS PILARES Y OTRAS,PRESA SAN JOSÉ,LÉNTICO,PRESA,-101.056149,22.148854,2012-2024,2.7,Excelente,36.49,Aceptable,18,Excelente,162.2355331,Buena calidad,4.425725402,Excelente,,,,,99,Excelente,87.6,Excelente,61.7,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
